ID,FDP_ID,Election,Year,County,Agency,Measure,ElectionType,AgencyType,BallotQ_Coll,Impartial_Coll,Fiscal_Coll,Resolution_Coll,Ordinance_Coll,For_Coll,Against_Coll,RebutFor_Coll,RebutAgainst_Coll,ProjectBack_Coll,NotTaxFile,CantFindFile,ChangedOGFile,ChangedFileInfo,ChangeNotes,Notes,FileNames_Actual,Policy_Text,Clean_Policy_Text,Imp_Text,Clean_Imp_Text,Text_NOTES,Policy_Coll,FileName_Temp
Heat2382,2033, 11/7/2006,2006,Tulare,Springvilie Memorial District,Y,General,Special District,1,1,,,,1,5,5,5,,0,,,,"from ""2006-Tulare-SpringvilleMD-Y-Res"" to ""2006-Tulare-SpringvilleMemorialDist-Y-Res""",,2006-Tulare-SpringvilleMD-Y-Res; 2006-Tulare-SpringvilleMemorialDist-Y-SampleBallot,,,,,,1,2006-Tulare-SpringvilleMemorialDist-Y
Heat2383,2041, 11/7/2006,2006,Tulare,Tulare County Transportation Authority,R,General ,Special District,1,1,,,,1,,,,,0,,1,,"from ""2006-Tulare-Tulare-R-All"" to ""2006-Tulare-CountyTransportationAuthority-R-All""",,2006-Tulare-CountyTransportationAuthority-R-All,,,,,,1,2006-Tulare-CountyTransportationAuthority-R
Heat2384,3076,  6/6/2006,2006,Tuolumne,Tuolumne County,P,Primary,County,,,,,,,,,,,,1,,,,can't find it on OneDrive,,,,,,,,
Heat2385,2068, 11/7/2006,2006,Ventura,City of San Buenaventura (Ventura),P6,General,City,1,1,,,,1,1,,,,0,,,,,,2006-Ventura-SanBuenaventura-P6-All,1,1,1,1,,1,2006-Ventura-SanBuenaventura-P6
Heat2386,2091,  6/6/2006,2006,Yolo,City of Davis,G,Primary,City,,1,,,,1,1,1,1,,0,,,,,,2006-Yolo-Davis-G-All,1,1,1,1,,1,2006-Yolo-Davis-G
Heat2387,2101,  6/6/2006,2006,Yolo,City of Woodland,E,Primary,City,3,3,,,,,,,,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-Yolo-Woodland-E-Ord,1,1,,,,1,2006-Yolo-Woodland-E
Heat2388,2114, 11/7/2006,2006,Yuba,City of Wheatland,M,General,City,1,1,,,,1,1,,,,0,,,,,,2006-Yuba-Wheatland-M-SampleBallot,,,1,1,,3,2006-Yuba-Wheatland-M
Heat2389,2124, 11/6/2007,2007,Alameda,City of Emeryville,A,General,City,1,1,,,,1,5,5,5,,0,,,,,,2007-Alameda-Emeryville-A-SampleBallot,,,,,,3,2007-Alameda-Emeryville-A
Heat2390,150,  6/5/2007,2007,Alameda,Emery Unified School District,A,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2007-Alameda-EmeryUSD-A-All,1,1,1,1,,1,2007-Alameda-EmeryUSD-A
Heat2391,2168,  3/6/2007,2007,Calaveras,Calaveras County Community Service Area (Bar XX),A,,,,,,,,,,,,,,1,,,,can't find it on OneDrive,,,,,,,,
Heat2392,2186,  6/5/2007,2007,Contra Costa,City of Clayton,B,Primary,City,1,3,1,,,,,,,,0,,1,,from OrdText to Ord,see p.14 for BallotQ,2007-ContraCosta-Clayton-B-Ord,,,,,,1,2007-ContraCosta-Clayton-B
Heat2393,239,  6/5/2007,2007,Contra Costa,City of Lafayette,C,Primary,City,1,1,,,,1,1,1,1,,0,,,,from OrdText to Ord,,2007-ContraCosta-Lafayette-C-SampleBallot; 2007-ContraCosta-Lafayette-C-Ord,,,,,,1,2007-ContraCosta-Lafayette-C-SampleBallot
Heat2394,268,  5/8/2007,2007,Contra Costa,Contra Costa County Community Services District (Crockett),A,Special,Special District,1,1,,,,1,1,,,,0,,,,,,2007-ContraCosta-CrockettCSD-A-All,,,,,,1,2007-ContraCosta-CrockettCSD-A
Heat2395,276, 11/6/2007,2007,Contra Costa,Lafayette School District,J,General,School District,1,1,,,,1,1,1,1,,0,,1,,"""OrdText"" to ""Res","For policy, used Exhibit A ""Full Text""",2007-ContraCosta-LafayetteSD-J-SampleBallot; 2007-ContraCosta-LafayetteSD-J-Res,1,1,1,1,,1,2007-ContraCosta-LafayetteSD-J
Heat2396,2252, 8/28/2007,2007,Contra Costa,West Contra Costa Unified School District,G,,,,,,,,,,,,,,1,,,,Can't find on OneDrive,,,,,,,,
Heat2397,356, 11/6/2007,2007,Fresno,City of Selma,S,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdinanceText"" to ""Ord""",,2007-Fresno-Selma-S-Ord; 2007-Fresno-Selma-S-SampleBallot,,,,,,1,2007-Fresno-Selma-S-Ord
Heat2398,413, 11/6/2007,2007,Imperial,City of Brawley,W,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""2007-Imperial-Brawley-L-All"" to ""2007-Imperial-Brawley-W-All""",OneDrive filename is updated from Measure L to W as well.,2007-Imperial-Brawley-W-All,,,,,,1,2007-Imperial-Brawley-W
Heat2399,420, 11/6/2007,2007,Imperial,City of Calexico,Y,General,City,3,3,,,,,,,,,0,,1,,"from ""Ordinance"" to ""Ord""",,2007-Imperial-Calexico-Y-Ord,,,,,,1,2007-Imperial-Calexico-Y
Heat2400,449,  3/6/2007,2007,Kern,City of California City,A,Special ,City,1,1,,,,1,,,,,0,,,,,,2007-Kern-CaliforniaCity-A-SampleBallot; 2007-Kern-CaliforniaCity-A-Res,,,,,,1,2007-Kern-CaliforniaCity-A
Heat2401,454, 11/6/2007,2007,Kern,City of Delano,I,General,City,1,1,1,,,,,,,,0,,1,,"from ""OrdText"" to ""Ord""; from ""Resolution"" to ""Res""",,2007-Kern-Delano-I-SampleBallot; 2007-Kern-Delano-I-Res; 2007-Kern-Delano-I-Ord,,,,,,1,2007-Kern-Delano-I
Heat2402,531, 4/10/2007,2007,Los Angeles,City of Burbank,A,Special,City,1,1,,,,,,,,,0,,1,,"from ""OrdText"" to ""Ord""; from ""All"" to ""SampleBallot""",,2007-LosAngeles-Burbank-A-SampleBallot; 2007-LosAngeles-Burbank-A-Ord,,,,,,1,2007-LosAngeles-Burbank-A
Heat2403,539,  3/6/2007,2007,Los Angeles,City of Covina,A,Special,City,1,1,,,,1,,1,,,0,,,,,,2007-LosAngeles-Covina-A-All,,,,,,1,2007-LosAngeles-Covina-A
Heat2404,546, 11/6/2007,2007,Los Angeles,City of El Monte,A,General,City,1,1,,,,1,1,1,1,,0,,,,,,2007-LosAngeles-ElMonte-A-All,,,,,,1,2007-LosAngeles-ElMonte-A
Heat2405,568, 11/6/2007,2007,Los Angeles,City of Hermosa Beach,H,General,City,1,1,,,,1,5,5,5,,0,,,,,,2007-LosAngeles-HermosaBeach-H-All,,,,,,1,2007-LosAngeles-HermosaBeach-H
Heat2406,595,  5/1/2007,2007,Los Angeles,City of Long Beach,G,Special,City,1,1,,,,1,1,1,5,,0,,2,,"split from ""2007-LosAngeles-LongBeach-G&H-All""",,2007-LosAngeles-LongBeach-G-All,,,,,,1,2007-LosAngeles-LongBeach-G
Heat2407,596,  5/1/2007,2007,Los Angeles,City of Long Beach,H,Special,City,1,1,,,,1,1,1,5,,0,,2,,"split from ""2007-LosAngeles-LongBeach-G&H-All""",,2007-LosAngeles-LongBeach-H-All,,,,,,1,2007-LosAngeles-LongBeach-H
Heat2408,615,  3/6/2007,2007,Los Angeles,City of Monrovia,L,Special,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2007-LosAngeles-Monrovia-L-SampleBallot; 2007-LosAngeles-Monrovia-L-Ord,,,,,,1,2007-LosAngeles-Monrovia-L
Heat2409,622,  3/6/2007,2007,Los Angeles,City of Palos Verdes Estates,A,Special,City,1,1,,,,1,,,,,0,,,,,,2007-LosAngeles-PalosVerdesEstates-A-All; 2007-LosAngeles-PalosVerdesEstates-A-Res,,,,,,1,2007-LosAngeles-PalosVerdesEstates-A
Heat2410,624,  3/6/2007,2007,Los Angeles,City of Pasadena,C,Special ,City,3,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2007-LosAngeles-Pasadena-C-SampleBallot; 2007-LosAngeles-Pasadena-C-Ord,,,,,,1,2007-LosAngeles-Pasadena-C
Heat2411,641, 11/6/2007,2007,Los Angeles,City of Rancho Palos Verdes,C,General,City,1,1,,,,1,1,1,1,,0,,2,,"split from ""2007-LosAngeles-RanchoPalosVerdes-C&D-All""",,2007-LosAngeles-RanchoPalosVerdes-C-All,,,,,,1,2007-LosAngeles-RanchoPalosVerdes-C
Heat2412,642, 11/6/2007,2007,Los Angeles,City of Rancho Palos Verdes,D,General,City,1,1,,,,1,1,1,1,,0,,2,,"split from ""2007-LosAngeles-RanchoPalosVerdes-C&D-All""",,2007-LosAngeles-RanchoPalosVerdes-D-All,,,,,,1,2007-LosAngeles-RanchoPalosVerdes-Dl
Heat2413,670,  3/6/2007,2007,Los Angeles,City of South Pasadena,U,Special,City,1,1,,,,1,1,1,1,,0,,1,,"from ""OrdText"" to ""Ord""",,2007-LosAngeles-SouthPasadena-U-All; 2007-LosAngeles-SouthPasadena-U-Ord,,,,,,1,2007-LosAngeles-SouthPasadena-U
Heat2414,671, 11/6/2007,2007,Los Angeles,City of South Pasadena,UT,General,City,1,1,,,,1,1,1,1,,0,,,,,,2007-LosAngeles-SouthPasadena-UT-All,,,,,,1,2007-LosAngeles-SouthPasadena-UT
Heat2415,685, 11/6/2007,2007,Los Angeles,Las Virgenes Unified School District,E,General,School District,1,1,,,,1,5,5,5,,0,,,,,,2007-LosAngeles-LasVirgenesUSD-E-All,1,1,1,1,BallotQ did not transfer to text file ,1,2007-LosAngeles-LasVirgenesUSD-E
Heat2416,709,  6/5/2007,2007,Los Angeles,Palos Verdes Peninsula Unified School District,P,Primary,School District,1,1,,,,1,1,1,1,,0,,1,,"Deleted extra ""Sample Ballot"" file that just had BallotQ",,2007-LosAngeles-PalosVerdesPeninsulaUSD-P-All,1,1,1,1,,1,2007-LosAngeles-PalosVerdesPeninsulaUSD-P
Heat2417,2467,  3/6/2007,2007,Los Angeles,San Marino Unified School District,R,Special,School District,,,,,,,,,,,0,,1,,"""SMUSD-R-Incomplete"" to ""SanMarinoUSD-R-BallotQ""",OneDrive only has BallotQ,2007-LosAngeles-SanMarinoUSD-R-BallotQ,,,,,TEXT CONVERTED,,2007-LosAngeles-SanMarinoUSD-R
Heat2418,819,  3/6/2007,2007,Marin,Marin County Services Area No. 29 (Paradise Cay),B,Special,Special District,1,1,,,,1,5,5,5,,0,,,,,,2007-Marin-CSA29-B-All,,,,,,1,2007-Marin-CSA29-B
Heat2419,2538, 11/6/2007,2007,Marin,Mesa Park (Firehouse Community Park District),C,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2007-Marin-MesaPark-C-SampleBallot,,,,,,3,2007-Marin-MesaPark-C
Heat2420,830,  5/8/2007,2007,Marin,Petaluma Joint Union High School District,C,Special,School District,1,1,,,,1,5,5,5,,0,,1,,"""UHSD"" to ""UnionHSD""",,2007-Marin-PetalumaJointUnionHSD-C-All,1,1,1,1,,1,2007-Marin-PetalumaJointUnionHSD-C
Heat2421,832, 11/6/2007,2007,Marin,Reed Union Elementary School District,A,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""USD"" to ""UnionSD""",,2007-Marin-ReedUnionSD-A-All,1,1,1,1,,1,2007-Marin-ReedUnionSD-A
Heat2422,835,  3/6/2007,2007,Marin,Ross Valley School District,A,Special,School District,1,1,,,,1,5,5,5,,0,,1,,"Added ""SD""",Impartial VERY short,2007-Marin-RossSD-A-All,1,1,1,1,,1,2007-Marin-RossSD-A
Heat2424,2647, 11/6/2007,2007,Mono,Mammoth Unified School District,S,General,School District,1,3,,,,,,,,,0,,1,,"""MUSD-S-OrdText"" to ""MammothUSD-S-Res""","Only Res on OneDrive; BallotQ Exhibit ""A"" of Res",2007-Mono-MammothUSD-S-Ord,1,1,,,,1,2007-Mono-MammothUSD-S
Heat2423,906,  6/5/2007,2007,Mono,Mammoth Unified School District,S,Primary,School District,1,1,,,,1,5,5,5,,0,,1,,"From ""2007-Mono-MUSD-S1-Ord"" to ""2007-Mono-MammothUSD-S-June-Res"", ""2007-Jun-Mono-MammothUSD-S-SampleBallot"" to ""2007-Mono-MammothUSD-S-Jun-SampleBallot""",Policy 2nd half of Res,2007-Mono-MammothUSD-S-Jun-Res; 2007-Mono-MammothUSD-S-Jun-SampleBallot,1,1,1,1,,1,2007-Mono-MammothUSD-S-Jun
Heat2426,926, 11/6/2007,2007,Monterey,City of Pacific Grove,P,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""OrdText"" to ""Ord""",p.7-11 of SampleBallot document,2007-Monterey-PacificGrove-OP&Q-SampleBallot; 2007-Monterey-PacificGrove-OP&Q-Ord,,,,,,,2007-Monterey-PacificGrove-OP&Q
Heat2427,927, 11/6/2007,2007,Monterey,City of Pacific Grove,Q,General,City,1,1,,,,1,1,1,,,0,,1,,"from ""OrdText"" to ""Ord""",,2007-Monterey-PacificGrove-OP&Q-SampleBallot; 2007-Monterey-PacificGrove-OP&Q-Ord,,,,,,1,2007-Monterey-PacificGrove-OP&Q
Heat2425,925, 11/6/2007,2007,Monterey,City of Pacific Grove,O,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""OrdText"" to ""Ord""",,2007-Monterey-PacificGrove-OP&Q-SampleBallot; 2007-Monterey-PacificGrove-OP&Q-Ord,,,,,,1,2007-Monterey-PacificGrove-OP&Q
Heat2428,2761, 11/6/2007,2007,Riverside,City of Desert Hot Springs,J,General,City,1,1,,,,,,,,,0,,,,,,2007-Riverside-DesertHotSprings-J-SampleBallot,,,,,,3,2007-Riverside-DesertHotSprings-J
Heat2429,1222, 11/6/2007,2007,San Benito,City of Hollister,T,General,City,3,3,,,,,,,,,0,,1,,"from ""All"" to ""Ord""",,2007-SanBenito-Hollister-T-All,,,,,,1,2007-SanBenito-Hollister-T
Heat2430,1271, 11/6/2007,2007,San Bernardino,City of Redlands,F,General,City,1,1,,,,1,1,1,1,,0,,,,,,2007-SanBernardino-Redlands-F-All,,,,,,1,2007-SanBernardino-Redlands-F
Heat2431,1274, 11/6/2007,2007,San Bernardino,City of Rialto,D,General,City,1,1,,,,1,,,,,0,,,,,,2007-SanBernardino-Rialto-D-SampleBallot; 2007-SanBernardino-Rialto-D-Ord,,,,,,1,2007-SanBernardino-Rialto-D
Heat2432,1542, 11/6/2007,2007,San Mateo,City of Redwood City,D,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2007-SanBernardino-Rialto-D-Ord; 2007-SanBernardino-Rialto-D-SampleBallot,,,,,,1,2007-SanBernardino-Rialto-D
Heat2433,1548, 11/6/2007,2007,San Mateo,City of San Bruno,F,General,City,1,1,,,,1,1,1,1,,0,,,,,,2007-SanMateo-SanBruno-F-All,,,,,,1,2007-SanMateo-SanBruno-F
Heat2435,1561, 11/6/2007,2007,San Mateo,City of South San Francisco,C,General,City,1,1,,,,1,5,5,5,,0,,,,,,2007-SanMateo-SouthSanFrancisco-C-All,,,,,,1,2007-SanMateo-SouthSanFrancisco-C
Heat2434,1560, 11/6/2007,2007,San Mateo,City of South San Francisco,B,General,City,1,1,,,,1,5,5,5,,0,,,,,,2007-SanMateo-SouthSanFrancisco-B-All,,,,,,1,2007-SanMateo-SouthSanFrancisco-B
Heat2436,1569,  3/6/2007,2007,San Mateo,Las Lomitas Elementary School District,P,Special,School District,1,1,,,,1,5,5,5,,0,,,,,,2007-SanMateo-LasLomitasESD-P-All,1,1,1,1,,1,2007-SanMateo-LasLomitasESD-P
Heat2437,1574,  5/8/2007,2007,San Mateo,Millbrae Elementary School District,R,Special,School District,1,1,,,,1,5,5,5,,0,,,,,,2007-SanMateo-MillbraeESD-R-All,1,1,1,1,,1,2007-SanMateo-MillbraeESD-R
Heat2438,1576,  5/8/2007,2007,San Mateo,Pacifica School District,Q,Special,School District,1,1,,,,1,5,5,5,,0,,,,,,2007-SanMateo-PacificaSD-Q,1,1,1,1,,1,2007-SanMateo-PacificaSD-Q-All
Heat2439,1670, 11/6/2007,2007,Santa Clara,City of Gilroy,A,General,City,1,1,,,,1,5,5,5,,0,,,,,,2007-SantaClara-Gilroy-A-All,,,,,,1,2007-SantaClara-Gilroy-A
Heat2440,1675, 11/6/2007,2007,Santa Clara,City of Los Altos,O,General,City,1,1,,,,1,5,5,5,,0,,,,,,2007-SantaClara-LosAltos-O-All,,,,,,1,2007-SantaClara-LosAltos-O
Heat2441,1683, 11/6/2007,2007,Santa Clara,City of Palo Alto,M,General,City,1,1,,,,1,5,5,5,,0,,,,,,2007-SantaClara-PaloAlto-M-All,,,,,,1,2007-SantaClara-PaloAlto-M
Heat2442,1849, 11/6/2007,2007,Solano,City of Benicia,S,General,City,1,1,,,,1,5,5,5,,0,,2,,"split from ""2007-Solano-S&Q-All""",,2007-Solano-Benicia-S-All,,,,,,1,2007-Solano-Benicia-S
Heat2443,1854, 11/6/2007,2007,Solano,City of Fairfield,Q,General,City,1,1,,,,1,1,1,1,,0,,2,,"split from ""2007-Solano-S&Q-All""",,2007-Solano-Fairfield-Q-All,,,,,,1,2007-Solano-Fairfield-Q
Heat2444,1948,  5/8/2007,2007,Sonoma,Petaluma City Elementary School District,D,Special,School District,1,1,,,,1,5,5,5,,0,,1,,"""ElemSD"" to ""ESD""",,2007-Sonoma-PetalumaCityESD-D-All,1,1,1,1,,1,2007-Sonoma-PetalumaCityESD-D
Heat2445,1950,  5/8/2007,2007,Sonoma,Petaluma Joint Union High School District,C,Special ,School District,1,1,,,,1,5,5,5,,0,,1,,"""UHSD"" to ""Union HSD""",,2007-Sonoma-PetalumaJointUnionHSD-C-All,1,1,1,1,,1,2007-Sonoma-PetalumaJointUnionHSD-C
Heat2446,1986, 11/6/2007,2007,Sonoma,Sonoma Valley Unified School District,E,General,School District,1,1,,,,1,5,5,5,,0,,,,,,2007-Sonoma-SonomaValleyUSD-E-All,1,1,1,1,,1,2007-Sonoma-SonomaValleyUSD-E
Heat2447,2003, 11/6/2007,2007,Stanislaus,City of Ceres,H,General,City,3,1,,,,1,,,,,0,,1,,"add ""-All""",,2007-Stanislaus-Ceres-H-All,,,,,,1,2007-Stanislaus-Ceres-H
Heat2448,2023,  6/5/2007,2007,Tulare,City of Tulare,A,Primary,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2007-Tulare-Tulare-A-Ord; 2007-Tulare-Tulare-A-SampleBallot,,,,,,1,2007-Tulare-Tulare-A
Heat2449,2069, 11/6/2007,2007,Ventura,City of San Buenaventura (Ventura),C7,General,City,1,1,,,,1,1,,,,0,,,,,,2007-Ventura-SanBuenaventura-C7-All,,,,,,1,2007-Ventura-SanBuenaventura-C7
Heat2450,2073, 11/6/2007,2007,Ventura,Las Virgenes Unified School District,E,General,School District,1,1,,,,1,5,5,5,,0,,,,,,2007-Ventura-LasVirgenesUSD-E-All,1,1,1,1,,1,2007-Ventura-LasVirgenesUSD-E
Heat2451,2106, 11/6/2007,2007,Yolo,Davis Joint Unified School District,Q,General,School District,1,1,,,,1,5,5,5,,0,,,,,BallotQ in beginning of Full Text,2007-Yolo-DavisJointUSD-Q-All,1,1,1,1,,1,2007-Yolo-DavisJointUSD-Q
Heat2453,10,  2/5/2008,2008,Alameda,Alameda County,B,Special,County,1,1,,,,5,1,5,5,,0,,1,,"from ""2008-Alameda-Alameda-B-All"" to ""2008-Alameda-B-All""",,2008-Alameda-B-All,,,,,,1,2008-Alameda-B
Heat2454,11,  6/3/2008,2008,Alameda,Alameda County,F,Primary,County,1,1,,,,1,1,1,1,,0,,1,,"from ""2008-Alameda-Alameda-F-All"" to ""2008-Alameda-F-All""",,2008-Alameda-F-All,,,,,,1,2008-Alameda-F
Heat2452,9,  2/5/2008,2008,Alameda,Alameda County,A,Special,County,1,1,,,,1,1,1,1,,0,,,,"from ""2008-Alameda-Alameda-A-All"" to ""2008-Alameda-A-All""",,2008-Alameda-A-All,,,,,,1,2008-Alameda-A
Heat2455,18,  6/3/2008,2008,Alameda,Alameda Unified School District,H,Primary,School District,1,1,,,,1,1,1,1,,0,,1,,"""AlamedaCityUnified"" to ""AlamedaUSD""",,2008-Alameda-AlamedaUSD-H-All,1,1,1,1,,1,2008-Alameda-AlamedaUSD-H
Heat2456,31, 11/4/2008,2008,Alameda,City of Alameda,P,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""OrdText"" to ""Ord""",,2008-Alameda-Alameda-P-SampleBallot,,,,,,1,2008-Alameda-Alameda-P
Heat2457,43, 11/4/2008,2008,Alameda,City of Albany,DD,General,City,1,1,,,,1,5,5,5,,0,,,,,,2008-Alameda-Albany-DD-All,,,,,,1,2008-Alameda-Albany-DD
Heat2458,44, 11/4/2008,2008,Alameda,City of Albany,EE,General,City,1,1,,,,1,5,5,5,,0,,,,,,2008-Alameda-Albany-EE-All,,,,,,1,2008-Alameda-Albany-EE
Heat2459,66, 11/4/2008,2008,Alameda,City of Berkeley,GG,General,City,1,1,,,,1,1,1,1,,0,,,,,,2008-Alameda-Berkeley-GG-All; 2008-Alameda-Berkeley-GG-SampleBallot,,,,,,1,2008-Alameda-Berkeley-GG
Heat2460,82, 11/4/2008,2008,Alameda,City of Fremont,MM,General,City,1,1,,,,1,1,1,1,,0,,,,,,2008-Alameda-Fremont-MM-All,,,,,,1,2008-Alameda-Fremont-MM
Heat2462,111, 11/4/2008,2008,Alameda,City of Oakland,NN,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""OrdText"" to ""Res""; from ""SampleBallot"" to ""All""",,2008-Alameda-Oakland-NN-All; 2008-Alameda-Oakland-NN-Res,,,,,,1,2008-Alameda-Oakland-NN
Heat2461,110,  6/3/2008,2008,Alameda,City of Oakland,J,Primary,City,1,1,1,,,1,5,5,5,,0,,,,,,2008-Alameda-Oakland-J-All,,,,,,1,2008-Alameda-Oakland-J
Heat2463,127,  3/4/2008,2008,Alameda,City of Piedmont,D,Special,City,1,1,1,,,1,5,5,5,,0,,,,,,2008-Alameda-Oakland-J-All,,,,,,1,2008-Alameda-Oakland-J
Heat2466,137, 11/4/2008,2008,Alameda,City of San Leandro,TT,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""SampleBallot"" to ""All""; from ""OrdText"" to ""Res&Ord""",,2008-Alameda-SanLeandro-TT-SampleBallot; 2008-Alameda-SanLeandro-TT-Res&Ord,,,,,,1,2008-Alameda-SanLeandro-TT
Heat2464,135, 11/4/2008,2008,Alameda,City of San Leandro,RR,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""SampleBallot"" to ""All""; from ""OrdText"" to ""Res&Ord""",,2008-Alameda-SanLeandro-RR-All; 2008-Alameda-SanLeandro-RR-Res&Ord,,,,,,1,2008-Alameda-SanLeandro-RR
Heat2465,136, 11/4/2008,2008,Alameda,City of San Leandro,SS,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""SampleBallot"" to ""All""; from ""OrdText"" to ""Res&Ord""",,2008-Alameda-SanLeandro-SS-All; 2008-Alameda-SanLeandro-SS-Res&Ord,,,,,,1,2008-Alameda-SanLeandro-SS
Heat2468,143, 11/4/2008,2008,Alameda,City of Union City,UU,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""SampleBallot"" to ""All""; from ""OrdText"" to ""Ord""",,2008-Alameda-UnionCity-UU-All; 2008-Alameda-UnionCity-UU-Ord,,,,,,1,2008-Alameda-UnionCity-UU-
Heat2467,142,  6/3/2008,2008,Alameda,City of Union City,K,Primary,City,1,1,,,,1,5,5,5,,0,,,,,,2008-Alameda-UnionCity-K-SampleBallot,,,,,,3,2008-Alameda-UnionCity-K
Heat2469,146, 11/4/2008,2008,Alameda,Dublin Unified School District,L,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""DublinUnified-L-SampleBallot"" to ""DublinUSD-L-All""",Used Full Text rather than Res for Policy,2008-Alameda-DublinUSD-L-SampleBallot; 2008-Alameda-DublinUSD-L-Res,1,1,1,1,,1,2008-Alameda-DublinUSD-L
Heat2470,155, 11/4/2008,2008,Alameda,Livermore Valley Joint Unified School District,M,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""Vally"" to ""Valley""",,2008-Alameda-LivermoreValleyJointUSD-M-All,1,1,1,1,,1,2008-Alameda-LivermoreValleyJointUSD-M
Heat2471,159,  2/5/2008,2008,Alameda,Oakland Unified School District,G,Special,School District,1,1,,,,1,5,5,5,,0,,1,,"""OaklandUnified"" to ""OaklandUSD""",,2008-Alameda-OaklandUSD-G-All,1,1,1,1,,1,2008-Alameda-OaklandUSD-G
Heat2472,2127, 11/4/2008,2008,Alameda,Oakland Unified School District,N,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""OaklandUnified-N-SampleBallot"" to ""OaklandUSD-N-All""",,2008-Alameda-OaklandUSD-N-All,1,1,1,1,,1,2008-Alameda-OaklandUSD-N
Heat2473,176, 11/4/2008,2008,Alameda/ Contra Costa,Alameda-Contra Costa Transit District,VV,General,Special District,,,,,,,,,,,,1,,,,can't find it on OneDrive,,,,,,,,
Heat2474,178, 11/4/2008,2008,Amador,Amador County,M,General,County,1,1,1,,,1,5,5,5,,0,,1,,"from ""2008-Amador-Amador-M-All"" to ""2008-Amador-M-All""",,2008-Amador-M-All,,,,,,1,2008-Amador-M
Heat2475,192, 11/4/2008,2008,Butte,El Medio Fire Protection District,B,General,Special District,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2008-Butte-ElMedioFPD-B-SampleBallot; 2008-Butte-ElMedioFPD-B-Ord,,,,,,1,2008-Butte-ElMedioFPD-B
Heat2477,214, 11/4/2008,2008,Colusa,City of Colusa,B,General,City,1,1,,,,1,5,5,5,,0,,1,,"split from ""2008-Colusa-Colusa-A&B&C-All""",,2008-Colusa-Colusa-B-All,,,,,,,2008-Colusa-Colusa-B
Heat2476,213, 11/4/2008,2008,Colusa,City of Colusa,A,General,City,1,1,,,,1,5,5,5,,0,,1,,"split from ""2008-Colusa-Colusa-A&B&C-All""",,2008-Colusa-Colusa-A-All,,,,,,1,2008-Colusa-Colusa-A
Heat2478,234,  2/5/2008,2008,Contra Costa,City of El Cerrito,A,Special,City,1,1,,,,1,1,1,1,,0,,,,,,2008-ContraCosta-ElCerrito-A-All,,,,,,1,2008-ContraCosta-ElCerrito-A
Heat2479,242, 11/4/2008,2008,Contra Costa,City of Oakley,L,General,City,1,1,,,,1,5,5,5,,0,,,,,,2008-ContraCosta-Oakley-L-All,,,,,,1,2008-ContraCosta-Oakley-L
Heat2480,2197,  6/3/2008,2008,Contra Costa,City of Orinda,E,Primary,City,1,1,,,,1,1,1,1,,0,,,,,,2008-ContraCosta-Orinda-E-SampleBallot,,,,,,3,2008-ContraCosta-Orinda-E
Heat2482,257, 11/4/2008,2008,Contra Costa,City of Richmond,T,General,City,1,1,,,,1,1,1,1,,0,,,,,page 2: arg. in favor of the ballot,2008-ContraCosta-Richmond-T-All,,,,,,1,2008-ContraCosta-Richmond-T
Heat2481,256,  2/5/2008,2008,Contra Costa,City of Richmond,B,Special,City,3,1,,,,1,,,,,0,,,,,,2008-ContraCosta-Richmond-B-All,,,,,,1,2008-ContraCosta-Richmond-B
Heat2483,2224, 11/4/2008,2008,Contra Costa,"Contra Costa County Service Area No. P-6, Zone 3006",F,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2008-ContraCosta-CSAP6-F-SampleBallot,,,,,,3,2008-ContraCosta-CSAP6-F
Heat2484,278, 11/4/2008,2008,Contra Costa,Livermore Valley Joint Unified School District,M,General ,School District,1,1,,,,1,5,5,5,,0,,,,,,2008-ContraCosta-LivermoreValleyJointUSD-M-All,1,1,1,1,,1,2008-ContraCosta-LivermoreValleyJointUSD-M
